,umag,gmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,em,RA,B-TS2,W1mag,DEC,BeC1,Type,objtype,BeC,class,EM2,ID,W2mag,Be_EM2,BeC2,SpT,Ref,B-TS1,GroupSize,EM1,GroupID,EMobj,obsid,subclass,PStar,B-TS
2591,11.289999961853027,12.140000343322754,11.390000343322754,10.289999961853027,7.498000144958496,7.597,7.498,7.441,0,343.2091666698456,,7.313,63.4134444448683,0,OBA star,,1,,1,,7.414,0,1,B1V,Chen2019-Zari2021,1,,,,,,,1.0,1
2603,11.630000114440918,12.5,11.039999961853027,10.630000114440918,8.79800033569336,8.899,8.798,8.704,0,22.65991667111715,,8.626,61.37591666645474,0,OBA star,,1,,1,,8.62,0,1,B1V,Chen2019-Zari2021,1,,,,,,,1.0,1
2606,11.489999771118164,12.4399995803833,12.050000190734863,10.25,8.666000366210938,8.684,8.666,8.651,0,38.02099999984105,,8.297,56.66622222264608,0,OBA star,,1,,1,,8.677,0,1,B1V,Chen2019-Zari2021,1,,,,,,,1.0,1
2607,11.489999771118164,12.279999732971191,10.75,10.1899995803833,8.75,8.78,8.75,8.71,0,34.69904166857401,,8.678,57.1352222222752,0,OBA star,,1,,1,,8.722,0,1,B1V,Chen2019-Zari2021,1,,,,,,,1.0,1
2612,11.739999771118164,12.470000267028809,11.960000038146973,10.489999771118164,9.038000106811523,9.147,9.038,8.94,0,98.93233332633972,,8.92,10.543555555343628,0,OBA star,,1,,1,,8.942,0,1,B1V,Chen2019-Zari2021,1,,,,,,,1.0,1
2615,11.40999984741211,12.350000381469728,12.0600004196167,10.5,9.138999938964844,9.291,9.139,9.135,0,359.4526666641235,,9.112,60.58150000042386,0,OBA star,,1,,1,,9.138,0,1,B1V,Chen2019-Zari2021,1,,,,,,,1.0,1
2619,12.010000228881836,12.399999618530272,12.029999732971191,10.470000267028809,9.06700038909912,9.303,9.067,9.007,0,297.91000000635785,,8.637,23.88799999978807,0,OBA star,,1,,1,,8.621,0,1,B1V:,Chen2019-Zari2021,1,,,,,,,1.0,1
2622,13.970000267028809,13.18000030517578,12.109999656677246,10.800000190734863,8.991000175476074,9.406,8.991,8.776,0,307.41916666030886,,6.56,41.16625,0,OBA star,,1,,1,,6.033,0,1,B1[e],Chen2019-Zari2021,1,,,,,,,1.0,1
2623,11.1899995803833,12.510000228881836,12.130000114440918,10.420000076293944,9.140000343322754,9.112,9.14,9.12,0,79.81320833365122,1,9.111,34.24325000021193,0,OBA star,star,1,STAR,1,,9.156,0,1,B1k,Chen2019-Zari2021,1,,0,,0.0,8.9615221E7,B6,1.0,1
2642,11.449999809265137,12.5600004196167,12.140000343322754,11.18000030517578,9.038999557495115,9.149,9.039,8.984,0,295.5364583333333,,8.996,23.9668611111078,0,OBA star,,1,,1,,9.03,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2644,11.34000015258789,12.40999984741211,12.130000114440918,10.640000343322754,9.04800033569336,9.176,9.048,8.997,0,303.8074583331744,,8.755,35.00602777798971,0,OBA star,,1,,1,,8.667,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2646,11.600000381469728,12.25,12.0,10.25,8.592000007629395,8.772,8.592,8.44,0,300.86937499841054,,8.39,35.69286111089918,0,OBA star,,1,,1,,8.402,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2653,11.4399995803833,12.520000457763672,12.18000030517578,10.649999618530272,8.753999710083008,8.721,8.754,8.726,0,302.36074999968207,,8.728,39.58036111089919,0,OBA star,,1,,1,,8.775,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2655,11.4399995803833,12.220000267028809,12.020000457763672,10.630000114440918,8.786999702453613,9.081,8.787,8.531,0,304.9817083358765,,8.748,39.78416666666666,0,OBA star,,1,,1,,8.504,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2656,10.6899995803833,11.75,11.949999809265137,11.010000228881836,8.531000137329102,8.54,8.531,8.509,0,325.10124999682114,,8.491,54.02983333375719,0,OBA star,,1,,1,,8.53,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2659,11.300000190734863,12.140000343322754,12.100000381469728,10.5,9.17300033569336,9.151,9.173,9.141,0,333.15866667429606,,9.137,53.70191666669316,0,OBA star,,1,,1,,9.173,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2662,11.25,12.239999771118164,12.149999618530272,11.220000267028809,8.67300033569336,8.845,8.673,8.604,0,342.5775833368301,,8.586,58.66049999978807,0,OBA star,,1,,1,,8.593,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2665,11.15999984741211,12.130000114440918,12.149999618530272,10.399999618530272,8.545999526977539,8.659,8.546,8.468,0,353.70604166984555,,8.402,58.85680555555556,0,OBA star,,1,,1,,8.391,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2669,11.859999656677246,12.470000267028809,12.079999923706056,10.329999923706056,8.961999893188477,9.066,8.962,8.881,0,0.2459583282470703,,8.828,62.08144444465638,0,OBA star,,1,,1,,8.844,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2673,11.34000015258789,12.5,12.020000457763672,10.369999885559082,8.23799991607666,8.346,8.238,8.135,0,5.899416669209798,,8.071,63.33222222222223,0,OBA star,,1,,1,,8.092,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2676,11.510000228881836,12.359999656677246,11.65999984741211,9.84000015258789,8.418999671936035,8.551,8.419,8.36,0,3.3958749930063883,,8.294,64.16488888846504,0,OBA star,,1,,1,,8.308,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2677,11.65999984741211,12.529999732971191,11.960000038146973,10.329999923706056,7.119999885559082,7.193,7.12,7.106,0,7.618041666348775,,7.03,65.27216666645474,0,OBA star,,1,,1,,7.127,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2712,11.65999984741211,12.43000030517578,12.010000228881836,10.510000228881836,8.743000030517578,8.959,8.743,8.551,0,18.722541666030885,,8.144,60.4875,0,OBA star,,1,,1,,7.917,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2728,11.800000190734863,12.579999923706056,11.9399995803833,10.970000267028809,8.951000213623047,9.152,8.951,8.677,0,18.781708333889643,,8.257,61.00963888910081,0,OBA star,,1,,1,,7.981,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2730,11.65999984741211,12.369999885559082,10.829999923706056,10.220000267028809,8.36299991607666,8.552,8.363,8.273,0,27.82324999968211,,8.194,61.07769444465637,0,OBA star,,1,,1,,8.192,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2732,11.600000381469728,12.420000076293944,10.770000457763672,10.359999656677246,8.88599967956543,9.036,8.886,8.792,0,25.17800000508626,,8.621,61.215083333121406,0,OBA star,,1,,1,,8.558,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2749,12.09000015258789,12.630000114440918,11.170000076293944,10.56999969482422,8.817000389099121,9.041,8.817,8.652,0,20.46462499300639,,8.478,61.94552777820163,0,OBA star,,1,,1,,8.419,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2752,11.699999809265137,12.59000015258789,11.020000457763672,10.510000228881836,8.29699993133545,8.479,8.297,8.127,0,19.79312500158946,,8.208,62.39677777820163,0,OBA star,,1,,1,,8.277,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2764,11.729999542236328,12.43000030517578,10.850000381469728,10.329999923706056,8.484999656677246,8.739,8.485,8.452,0,20.36150000095368,,8.359,63.29827777756585,0,OBA star,,1,,1,,8.364,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2776,11.520000457763672,12.4399995803833,10.890000343322754,10.470000267028809,9.005999565124512,9.043,9.006,8.999,0,36.98695832888285,,9.009,56.63958333333333,0,OBA star,,1,,1,,9.038,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2777,11.529999732971191,12.359999656677246,10.859999656677246,10.43000030517578,9.175999641418455,9.184,9.176,9.123,0,34.91691667238871,,9.096,57.09200000021193,0,OBA star,,1,,1,,9.147,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2779,11.56999969482422,12.43000030517578,11.56999969482422,9.859999656677246,8.487000465393066,8.561,8.487,8.46,0,35.6346666653951,,8.393,58.15375,0,OBA star,,1,,1,,8.418,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2780,11.100000381469728,12.020000457763672,11.670000076293944,10.779999732971191,6.8420000076293945,7.04,6.842,6.738,0,41.26462499996026,,6.635,58.55125,0,OBA star,,1,,1,,6.549,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2783,11.520000457763672,12.4399995803833,10.770000457763672,10.149999618530272,8.095999717712402,8.241,8.096,8.004,0,30.65487499237061,,7.94,60.07977777798971,0,OBA star,,1,,1,,7.938,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2786,11.479999542236328,12.350000381469728,10.600000381469728,10.229999542236328,8.506999969482422,8.613,8.507,8.424,0,32.023166666428246,,8.303,61.40169444441795,0,OBA star,,1,,1,,8.295,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2787,11.300000190734863,12.15999984741211,12.109999656677246,11.109999656677246,8.609000205993652,8.75,8.609,8.496,0,39.49233333269755,,8.445,62.92599999957614,0,OBA star,,1,,1,,8.452,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2790,11.75,12.510000228881836,10.640000343322754,9.989999771118164,9.187000274658203,9.17,9.187,9.174,0,81.1181666692098,,9.186,30.191916666560704,0,OBA star,,1,,1,,9.234,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2794,10.029999732971191,11.0,11.829999923706056,10.100000381469728,8.902000427246094,8.891,8.902,8.849,0,97.90887500445048,,8.834,6.179388888676962,0,OBA star,,1,,1,,8.881,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2795,11.3100004196167,12.300000190734863,11.329999923706056,10.31999969482422,8.625,8.862,8.625,8.383,0,345.0022083332141,,8.275,59.321861111323045,0,OBA star,,1,,1,,7.958,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2796,11.630000114440918,12.229999542236328,12.029999732971191,10.40999984741211,8.666999816894531,8.873,8.667,8.532,0,355.12850000063577,,8.422,59.34941666709052,0,OBA star,,1,,1,,8.416,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2797,11.170000076293944,11.960000038146973,12.029999732971191,10.300000190734863,7.952000141143799,8.188,7.952,7.832,0,357.0599166671435,,7.653,59.49033333354526,0,OBA star,,1,,1,,7.64,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2801,11.869999885559082,12.260000228881836,12.06999969482422,10.479999542236328,8.708000183105469,8.939,8.708,8.56,0,355.9526666641235,,8.455,60.44674999978807,0,OBA star,,1,,1,,8.452,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2815,11.43000030517578,12.460000038146973,11.760000228881836,10.079999923706056,6.504000186920166,6.933,6.504,6.348,0,353.2459583282471,,6.136,62.21530555513171,0,OBA star,,1,,1,,5.997,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2818,11.760000228881836,12.380000114440918,12.039999961853027,11.050000190734863,8.963000297546387,9.242,8.963,8.84,0,356.6317083358764,,8.689,62.91724999997351,0,OBA star,,1,,1,,8.637,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2821,11.770000457763672,12.420000076293944,12.100000381469728,10.399999618530272,8.168000221252441,8.254,8.168,8.163,0,346.1891666730245,,8.149,63.351472222275206,0,OBA star,,1,,1,,8.17,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2822,11.350000381469728,12.359999656677246,12.09000015258789,11.100000381469728,8.187000274658203,8.271,8.187,8.139,0,345.1339999993642,,8.127,63.51636111153497,0,OBA star,,1,,1,,8.159,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2823,10.890000343322754,12.010000228881836,12.09000015258789,10.420000076293944,8.38599967956543,8.478,8.386,8.258,0,359.98108332951864,,8.145,64.00372222211625,0,OBA star,,1,,1,,8.143,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2826,11.350000381469728,12.300000190734863,12.029999732971191,11.050000190734863,7.90500020980835,7.899,7.905,7.842,0,288.01924999952314,,7.817,0.9137777773539224,0,OBA star,,1,,1,,7.863,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2828,11.760000228881836,12.550000190734863,12.199999809265137,10.75,9.142000198364258,9.289,9.142,9.032,0,346.1381666660309,,8.956,58.67716666645474,0,OBA star,,1,,1,,8.981,0,1,B2,Chen2019-Zari2021,1,,,,,,,1.0,1
2832,11.0600004196167,12.109999656677246,11.149999618530272,9.869999885559082,9.053999900817873,8.998,9.054,9.056,0,95.5939583301544,,9.07,8.326805555555556,0,OBA star,,1,,1,,9.113,0,1,B2.5V,Chen2019-Zari2021,1,,,,,,,1.0,1
2842,10.979999542236328,11.829999923706056,11.890000343322754,10.3100004196167,8.232000350952148,8.266,8.232,8.211,0,333.59395833015446,,8.155,53.69738888846503,0,OBA star,,1,,1,,8.168,0,1,B2:,Chen2019-Zari2021,1,,,,,,,1.0,1
2855,11.65999984741211,12.449999809265137,10.649999618530272,10.1899995803833,8.902999877929688,8.948,8.903,8.841,0,85.43516666094462,,8.825,29.725999999576143,0,OBA star,,1,,1,,8.839,0,1,B2:,Chen2019-Zari2021,1,,,,,,,1.0,1
2858,11.869999885559082,12.539999961853027,11.220000267028809,9.949999809265137,9.140000343322754,8.586,8.562,8.555,0,89.88324999809265,,8.499,32.886944444444445,0,OBA star,,1,,1,,8.44,0,1,B2:V:nn shell,Chen2019-Zari2021,1,2,,204,,,,1.0,1
2864,11.84000015258789,12.65999984741211,10.399999618530272,9.699999809265137,7.140999794006348,7.122,7.141,7.147,0,312.878916668892,,7.033,37.989500000211926,0,OBA star,,1,,1,,7.124,0,1,B2V,Chen2019-Zari2021,1,,,,,,,1.0,1
2868,11.039999961853027,12.010000228881836,12.039999961853027,10.43000030517578,8.381999969482422,8.33,8.382,8.343,0,304.5652083317439,,8.298,39.88491666661368,0,OBA star,,1,,1,,8.322,0,1,B2V,Chen2019-Zari2021,1,,,,,,,1.0,1
2869,14.800000190734863,13.4399995803833,12.170000076293944,10.729999542236328,8.156000137329102,8.622,8.156,7.879,0,308.1139166673025,,7.566,40.92174999978807,0,OBA star,,1,,1,,7.476,0,1,B2V,Chen2019-Zari2021,1,,,,,,,1.0,1
2886,11.380000114440918,12.34000015258789,12.020000457763672,11.109999656677246,8.571000099182129,8.699,8.571,8.522,0,8.170583327611286,,8.495,63.2693333334393,0,OBA star,,1,,1,,8.513,0,1,B2V,Chen2019-Zari2021,1,,,,,,,1.0,1
2894,11.84000015258789,12.600000381469728,10.859999656677246,10.5,9.128000259399414,9.222,9.128,9.03,0,24.748624992370605,,8.987,61.79186111132304,0,OBA star,,1,,1,,8.999,0,1,B2V,Chen2019-Zari2021,1,,,,,,,1.0,1
2899,11.34000015258789,12.15999984741211,10.729999542236328,10.050000190734863,8.581000328063965,8.727,8.581,8.581,0,34.557375001907346,,8.539,59.80208333333333,0,OBA star,,1,,1,,8.566,0,1,B2V,Chen2019-Zari2021,1,,,,,,,1.0,1
2900,11.369999885559082,12.449999809265137,10.8100004196167,10.350000381469728,9.036999702453612,9.098,9.037,8.978,0,37.38529167175293,,8.864,60.656027777989706,0,OBA star,,1,,1,,8.892,0,1,B2V,Chen2019-Zari2021,1,,,,,,,1.0,1
2908,11.039999961853027,11.380000114440918,12.050000190734863,10.300000190734863,9.010000228881836,9.118,9.01,8.958,0,80.27099999984105,,8.763,39.31916666666667,0,OBA star,,1,,1,,8.701,0,1,B2V,Chen2019-Zari2021,1,,,,,,,1.0,1
2912,11.5,12.40999984741211,12.109999656677246,10.380000114440918,8.944999694824219,9.073,8.945,8.941,0,357.12970832983655,,8.9,60.2836944444312,0,OBA star,,1,,1,,8.923,0,1,B2V,Chen2019-Zari2021,1,,,,,,,1.0,1
2913,11.4399995803833,12.25,12.149999618530272,10.760000228881836,9.083000183105469,9.263,9.083,9.024,0,358.34504166444145,,8.979,60.63538888891538,0,OBA star,,1,,1,,8.993,0,1,B2V,Chen2019-Zari2021,1,,,,,,,1.0,1
2914,11.140000343322754,12.229999542236328,11.989999771118164,10.350000381469728,9.175000190734863,9.284,9.175,9.094,0,358.45570832888285,,8.995,63.22547222243415,0,OBA star,,1,,1,,8.916,0,1,B2V,Chen2019-Zari2021,1,,,,,,,1.0,1
2916,11.039999961853027,11.979999542236328,11.899999618530272,10.270000457763672,8.133999824523926,8.18,8.134,8.123,0,297.7517916666965,,8.057,22.23049999978807,0,OBA star,,1,,1,,8.077,0,1,B2V,Chen2019-Zari2021,1,,,,,,,1.0,1
2917,11.260000228881836,12.399999618530272,11.949999809265137,11.0,9.079999923706056,9.127,9.08,9.079,0,86.43541666666667,,9.023,26.560277777777777,0,OBA star,,1,,1,,9.062,0,1,B2V,Chen2019-Zari2021,1,,,,,,,1.0,1
2918,12.550000190734863,13.359999656677246,12.09000015258789,10.329999923706056,8.442000389099121,8.533,8.442,8.393,0,320.64487500190734,,8.343,56.513222221798365,0,OBA star,,1,,1,,8.371,0,1,B2V:,Chen2019-Zari2021,1,,,,,,,1.0,1
2920,12.149999618530272,12.529999732971191,11.960000038146973,10.84000015258789,8.951000213623047,9.282,8.951,8.724,0,299.7261666615804,,9.139,32.60216666671965,0,OBA star,,1,,1,,9.082,0,1,B2Ve,Chen2019-Zari2021,1,,,,,,,1.0,1
2925,11.539999961853027,12.449999809265137,11.899999618530272,10.239999771118164,8.116999626159668,8.388,8.117,7.862,0,73.79433333476385,,7.457,35.56861111111112,0,OBA star,,1,,1,,7.173,0,1,B2e,Chen2019-Zari2021,1,,,,,,,1.0,1
2926,11.09000015258789,12.039999961853027,12.119999885559082,10.510000228881836,9.163999557495115,9.341,9.164,8.933,0,74.80979166825612,,8.705,44.84588888910082,0,OBA star,,1,,1,,8.437,0,1,B2e,Chen2019-Zari2021,1,,,,,,,1.0,1
2928,11.380000114440918,12.239999771118164,10.640000343322754,9.970000267028809,8.038000106811523,8.175,8.038,7.842,0,86.59783333142597,,7.378,25.543777777353924,0,OBA star,,1,,1,,7.098,0,1,B2e,Chen2019-Zari2021,1,,,,,,,1.0,1
2929,11.079999923706056,12.119999885559082,11.920000076293944,10.260000228881836,9.13599967956543,9.133,9.136,9.098,0,335.2905833323797,,9.028,55.55108333335982,0,OBA star,,1,,1,,9.055,0,1,B2k,Chen2019-Zari2021,1,,,,,,,1.0,1
2935,14.31999969482422,13.3100004196167,11.699999809265137,10.81999969482422,8.32699966430664,8.793,8.327,8.085,0,311.61775000095366,1,7.89,42.39491666687859,0,OBA star,Star,1,STAR,1,,7.866,0,1,O9V,Chen2019-Zari2021,0,,0,,0.0,5.81513015E8,B,1.0,1
2936,11.39,12.37,12.11,10.43,10.51,6.704,6.668,6.585,0,346.00917309719,,6.521,63.3968459496763,0,Be,,0,,1,HD218066,6.369,1,0,B1V,CoRoT,1,,,,,,,1.0,1
2937,11.07,11.96,12.02,10.29,7.359000205993652,7.41,7.359,7.329,0,319.937260444415,,7.052,53.9514913054492,0,Be,,0,,1,HD203356,7.214,1,0,B8IV-V,CoRoT,1,,,,,,,1.0,1
2936768,17.63,15.79,13.62,12.24,8.987000465393066,9.656,8.987,8.504,1,305.7107238769531,,8.368,33.83101272583008,0,Em,,0,,1,,8.024,0,0,,Fratta2021,,,,,1.0,,,1.0,
2937230,18.98,16.49,13.93,12.24,8.616000175476074,9.396,8.616,8.212,1,308.347412109375,,7.953,40.70342254638672,0,Em,,0,,1,,7.873,0,0,,Fratta2021,,,,,1.0,,,1.0,
2937324,19.58,16.87,14.39,12.76,9.039999961853027,9.812,9.04,8.633,1,308.5297241210937,,8.338,40.68942260742188,0,Em,,0,,1,,8.164,0,0,,Fratta2021,,,,,1.0,,,1.0,
2947769,0.0,12.350000381469728,11.8100004196167,11.56999969482422,11.729999542236328,11.161,11.061,11.009,1,97.362235,0,10.959,5.0992745,0,HII-region,star,0,STAR,1,,10.96,0,0,,Hou2016,,3,0,46310,1.0,4.4314246E7,A1IV,1.0,0
2947775,0.0,11.729999542236328,11.239999771118164,10.9399995803833,10.90999984741211,10.411,10.418,10.411,1,98.091665,0,10.367,4.662757,0,HII-region,star,0,STAR,1,,10.386,0,0,,Hou2016,,,0,,1.0,4.4510248E7,A1IV,1.0,0
2947777,0.0,14.130000114440918,13.529999732971191,13.100000381469728,13.4399995803833,12.285,12.085,11.934,1,100.45398,0,11.863,10.762574,0,HII-region,star,0,STAR,1,,11.876,0,0,,Hou2016,,,0,,1.0,3.7115081E7,A1IV,1.0,0
2947786,0.0,12.890000343322754,12.520000457763672,12.369999885559082,12.4399995803833,12.067,11.971,11.93,1,99.547721,0,11.913,5.5420581,0,HII-region,star,0,STAR,1,,11.93,0,0,,Hou2016,,,0,,1.0,4.4415188E7,A1V,1.0,0
2947787,0.0,13.289999961853027,13.0,12.800000190734863,12.970000267028809,12.409,12.303,12.263,1,99.555937,0,12.184,6.2072381,0,HII-region,star,0,STAR,1,,12.212,0,0,,Hou2016,,,0,,1.0,4.4311079E7,A1V,1.0,0
2947788,0.0,12.65999984741211,11.800000190734863,11.050000190734863,11.010000228881836,10.766,10.775,10.735,1,98.436661,0,10.713,5.155068,0,HII-region,star,0,STAR,1,,10.741,0,0,,Hou2016,,,0,,1.0,4.4403112E7,A1V,1.0,0
2947789,0.0,13.630000114440918,13.020000457763672,12.640000343322754,12.859999656677246,12.068,11.923,11.792,1,98.724382,0,11.728,5.158038,0,HII-region,star,0,STAR,1,,11.809,0,0,,Hou2016,,,0,,1.0,4.4403204E7,A1V,1.0,0
2947790,0.0,12.529999732971191,11.68000030517578,11.420000076293944,11.470000267028809,11.155,11.108,11.016,1,101.16328,0,11.006,11.693685,0,HII-region,star,0,STAR,1,,11.017,0,0,,Hou2016,,2,0,47125,1.0,4.0111005E7,A1V,1.0,0
2947795,0.0,13.149999618530272,12.65999984741211,12.369999885559082,12.489999771118164,12.065,11.989,11.938,1,102.14285,0,11.929,10.182575,0,HII-region,star,0,STAR,1,,11.947,0,0,,Hou2016,,2,0,47150,1.0,3.7109201E7,A2IV,1.0,0
2947809,0.0,12.800000190734863,12.579999923706056,12.31999969482422,12.40999984741211,12.013,11.847,11.777,1,100.09857,0,11.758,5.0106313,0,HII-region,star,0,STAR,1,,11.814,0,0,,Hou2016,,,0,,1.0,4.4304069E7,A2V,1.0,0
2947810,0.0,13.279999732971191,12.760000228881836,12.220000267028809,12.529999732971191,11.398,11.189,11.047,1,99.669045,0,10.956,10.777228,0,HII-region,star,0,STAR,1,,10.956,0,0,,Hou2016,,,0,,1.0,4.0114138E7,A2V,1.0,0
2947813,0.0,13.6899995803833,13.199999809265137,12.899999618530272,13.09000015258789,12.345,12.224,12.118,1,99.950527,0,12.023,8.2562429,0,HII-region,star,0,STAR,1,,12.04,0,0,,Hou2016,,,0,,1.0,3.7002031E7,A2V,1.0,0
2947814,0.0,13.43000030517578,12.699999809265137,12.4399995803833,12.579999923706056,11.899,11.748,11.657,1,98.648594,0,11.603,4.612127,0,HII-region,star,0,STAR,1,,11.635,0,0,,Hou2016,,,0,,1.0,4.4403177E7,A2V,1.0,0
2947831,0.0,13.239999771118164,12.25,11.739999771118164,12.029999732971191,10.829,10.486,10.134,1,98.178709,0,9.438,5.025134,0,HII-region,star,0,STAR,1,,8.821,0,0,,Hou2016,,,0,,1.0,4.2814064E7,A5V,1.0,0
2947907,1.0,12.449999809265137,11.729999542236328,11.529999732971191,11.640000343322754,11.217,11.133,11.098,1,96.841196,0,11.029,3.58899,0,CBe,star,0,STAR,1,,11.042,1,0,,Hou2016,,2,0,47128,1.0,1.01415104E8,A1IV,1.0,0
2947919,1.0,13.050000190734863,12.609999656677246,12.420000076293944,12.130000114440918,11.927,11.822,11.664,1,98.173954,0,11.483,4.894001,0,CBe,star,0,STAR,1,,11.298,1,0,,Hou2016,,,0,,1.0,4.4314053E7,A1V,1.0,0
2947980,1.0,13.210000038146973,12.710000038146973,12.34000015258789,12.369999885559082,12.036,11.967,11.925,1,98.867334,0,11.901,5.261848,0,CBe,star,0,STAR,1,,11.95,1,0,,Hou2016,,,0,,1.0,4.2803225E7,A2V,1.0,0
2947981,1.0,12.81999969482422,12.289999961853027,11.979999542236328,12.15999984741211,11.46,11.318,11.234,1,99.272487,0,11.131,5.022945,0,CBe,star,0,STAR,1,,11.164,1,0,,Hou2016,,,0,,1.0,4.4504024E7,A2V,1.0,0
2948013,1.0,12.170000076293944,11.229999542236328,10.920000076293944,11.06999969482422,10.357,10.157,10.099,1,99.290437,0,10.014,5.069822,0,CBe,star,0,STAR,1,,10.04,1,0,,Hou2016,,,0,,1.0,4.4404034E7,A5V,1.0,0
2948019,1.0,13.739999771118164,13.119999885559082,12.739999771118164,12.979999542236328,12.119,12.001,11.898,1,100.95226,0,11.812,7.8910559,0,CBe,star,0,STAR,1,,11.817,1,0,,Hou2016,,,0,,1.0,3.7101053E7,A7V,1.0,0
2948074,1.0,15.760000228881836,15.369999885559082,15.140000343322754,15.09000015258789,14.742,14.484,14.334,1,81.25175,0,14.212,29.713889,0,CBe,EMOs,0,STAR,1,,14.079,1,0,,Hou2016,,4,1,46781,1.0,4309164.0,F5,1.0,0
2948076,0.0,12.65999984741211,12.140000343322754,11.239999771118164,11.279999732971191,10.872,11.28,10.872,1,99.682171,1,10.667,5.4220895,1,HII-region,star,1,STAR,1,,10.701,0,1,,Hou2016,,,0,,1.0,4.4315104E7,B6,1.0,1
2948206,1.0,12.140000343322754,10.970000267028809,10.529999732971191,9.508000373840332,9.563,9.508,9.436,1,99.294644,1,9.402,5.0983866,0,CBe,star,0,STAR,1,,9.439,1,0,B,Hou2016-Liu2019,1,,0,,1.0,4.2904034E7,B6,1.0,1
2948225,1.0,12.359999656677246,11.579999923706056,11.34000015258789,11.43000030517578,10.996,10.895,10.834,1,99.256038,1,10.763,5.218657,0,CBe,star,0,STAR,1,,10.781,1,0,B,Hou2016-Liu2019,1,,0,,1.0,4.4303133E7,B9,1.0,1
2948257,1.0,12.229999542236328,11.5,11.199999809265137,10.392000198364258,10.567,10.392,10.182,1,99.277582,0,9.963,5.023364,0,CBe,star,0,STAR,1,,9.712,1,0,B,Hou2016-Liu2019,1,,0,,1.0,4.4404024E7,A0III,1.0,1
2948265,1.0,12.210000038146973,12.140000343322754,11.630000114440918,11.229999542236328,10.995,10.942,10.935,1,99.041614,0,10.92,5.228228,0,CBe,star,0,STAR,1,,10.968,1,0,B,Hou2016-Liu2019,1,,0,,1.0,4.2803145E7,A0III,1.0,1
2948332,11.25,12.220000267028809,11.640000343322754,9.93000030517578,8.928999900817871,9.029,8.929,8.896,1,66.774883,0,8.826,43.592082,0,CBe,star,0,STAR,1,,8.823,1,0,B,Hou2016-Liu2019,1,,0,,1.0,1.90312108E8,A2V,1.0,1
2948341,1.0,12.949999809265137,12.199999809265137,11.8100004196167,10.960000038146973,11.165,10.96,10.906,1,98.922104,0,10.79,5.876502,0,CBe,star,0,STAR,1,,10.776,1,0,B,Hou2016-Liu2019,1,,0,,1.0,4.2915095E7,A2V,1.0,1
2948367,11.81999969482422,12.399999618530272,12.020000457763672,11.100000381469728,10.460000038146973,8.809,10.46,6.575,1,59.747674,0,5.427,56.186845,1,unknown,Star,1,STAR,1,,4.365,0,1,B,Hou2016-Liu2019,1,,0,,1.0,1.57907004E8,A1V,1.0,1
